states,year,quarter,district,trans_counts,amount
Uttar Pradesh,2020,4,Farrukhabad District,831323,1765789379.37
Uttar Pradesh,2020,4,Kannauj District,639599,1379451056.65
Uttar Pradesh,2020,4,Azamgarh District,2036037,4814095317.23
Uttar Pradesh,2020,4,Ayodhya District,1547673,3524811463.26
Uttar Pradesh,2020,4,Deoria District,2392279,5497955866.77
Uttar Pradesh,2020,4,Ghaziabad District,15220234,24565353557.02
Uttar Pradesh,2021,1,Amethi District,877998,2019421035.54
Uttar Pradesh,2021,1,Siddharthnagar District,1151889,3465239203.21
Uttar Pradesh,2021,1,Auraiya District,769110,1728417436.16
Uttar Pradesh,2021,1,Sambhal District,713188,2096832820.64
Uttar Pradesh,2021,1,Kanpur Nagar District,6948497,13274223178.29
Uttar Pradesh,2021,1,Aligarh District,3639658,7418381922.14
Uttar Pradesh,2021,1,Mahoba District,330542,797978338.24
Uttar Pradesh,2021,1,Lucknow District,35616880,66268662302.67
Uttar Pradesh,2021,1,Sant Kabeer Nagar District,785067,2292341220.03
Uttar Pradesh,2021,1,Hathras District,904106,2007237611.74
Uttar Pradesh,2021,1,Budaun District,860365,2064814361.11
Uttar Pradesh,2021,1,Moradabad District,2141475,5315834859.74
Uttar Pradesh,2021,1,Kushinagar District,2430660,6154525833.71
Uttar Pradesh,2021,1,Baghpat District,1269717,2815148600.93
Uttar Pradesh,2021,1,Shahjahanpur District,942125,2093378695.2
Uttar Pradesh,2021,1,Muzaffarnagar District,2056338,4554139218.27
Uttar Pradesh,2021,1,Ambedkar Nagar District,973066,2270163374.17
Uttar Pradesh,2021,1,Bahraich District,753675,1975803618.58
Uttar Pradesh,2021,1,Jalaun District,838073,1971780173.6
Uttar Pradesh,2021,1,Rampur District,860337,2233156797.52
Uttar Pradesh,2021,1,Ballia District,1812583,4179409523.65
Uttar Pradesh,2021,1,Shravasti District,192450,539637266.76
Uttar Pradesh,2021,1,Kasganj District,494513,1147686148.96
Uttar Pradesh,2021,1,Varanasi District,5807048,10950765766.98
Uttar Pradesh,2021,1,Gautam Buddha Nagar District,31352951,37748670525.24
Uttar Pradesh,2021,1,Basti District,1317427,3736440480.9
Uttar Pradesh,2021,1,Shamli District,813526,1983208486.16
Uttar Pradesh,2021,1,Maharajganj District,1226115,3416557865.36
Uttar Pradesh,2021,1,Etawah District,1056534,2208046405.87
Uttar Pradesh,2021,1,Etah District,752911,1763562812.77
Uttar Pradesh,2021,1,Banda District,478856,1080201354.9
Uttar Pradesh,2021,1,Bijnor District,1776010,4258199699.74
Uttar Pradesh,2021,1,Hardoi District,928482,2045360766.52
Uttar Pradesh,2021,1,Balrampur District,585060,1872826651.58
Uttar Pradesh,2021,1,Amroha District,1070707,2714682985.87
Uttar Pradesh,2021,1,Pilibhit District,690076,1485572502.49
Uttar Pradesh,2021,1,Mainpuri District,879113,2088080638.94
Uttar Pradesh,2021,1,Kanpur Dehat District,786955,1844894490.73
Uttar Pradesh,2021,1,Jaunpur District,2218994,5134456266.43
Uttar Pradesh,2021,1,Kaushambi District,427365,1039916138.59
Uttar Pradesh,2021,1,Hapur District,1787385,3374025881.77
Uttar Pradesh,2021,1,Hamirpur District,448033,1082453707.96
Uttar Pradesh,2021,1,Meerut District,6883062,13712809242.56
Uttar Pradesh,2021,1,Mathura District,3300059,6630958776.86
Uttar Pradesh,2021,1,Chitrakoot District,305595,774496740.38
Uttar Pradesh,2021,1,Lalitpur District,715812,1451266508.78
Uttar Pradesh,2021,1,Mau District,885573,2070273659.67
Uttar Pradesh,2021,1,Mirzapur District,1069333,2624527845.01
Uttar Pradesh,2021,1,Bulandshahr District,2844618,5734398738.27
Uttar Pradesh,2021,1,Gonda District,1238540,3632237997.54
Uttar Pradesh,2021,1,Jhansi District,2604380,5548819990.07
Uttar Pradesh,2021,1,Chandauli District,1072974,2447762420.87
Uttar Pradesh,2021,1,Bhadohi District,740300,1518741542.01
Uttar Pradesh,2021,1,Pratapgarh District,1348590,3070050051.98
Uttar Pradesh,2021,1,Saharanpur District,3177302,7147730126.37
Uttar Pradesh,2021,1,Bara Banki District,1080613,2239233917.57
Uttar Pradesh,2021,1,Bareilly District,3013200,6487088451.99
Uttar Pradesh,2021,1,Sitapur District,983750,2091781556.89
Uttar Pradesh,2021,1,Sultanpur District,1072868,2443671436.55
Uttar Pradesh,2021,1,Agra District,5773733,11198658827.14
Uttar Pradesh,2021,1,Fatehpur District,707603,1636407066.78
Uttar Pradesh,2021,1,Rae Bareli District,955313,2124119307.85
Uttar Pradesh,2021,1,Firozabad District,1522752,3283806271.17
Uttar Pradesh,2021,1,Kheri District,1095771,2220238733.58
Uttar Pradesh,2021,1,Gorakhpur District,4804502,10959348578.91
Uttar Pradesh,2021,1,Unnao District,948502,2012532903.09
Uttar Pradesh,2021,1,Prayagraj District,7886986,14358916730.34
Uttar Pradesh,2021,1,Sonbhadra District,1364012,3198874050.99
Uttar Pradesh,2021,1,Ghazipur District,1811693,4421012962.41
Uttar Pradesh,2021,1,Farrukhabad District,860342,1865618375.02
Uttar Pradesh,2021,1,Kannauj District,666139,1477658098.56
Uttar Pradesh,2021,1,Azamgarh District,1797181,4355952038.13
Uttar Pradesh,2021,1,Ayodhya District,1655673,3705175547.99
Uttar Pradesh,2021,1,Deoria District,2146841,4966425528.4
Uttar Pradesh,2021,1,Ghaziabad District,16400075,26364856584.17
Uttar Pradesh,2021,2,Amethi District,1291021,2832735535.7
Uttar Pradesh,2021,2,Siddharthnagar District,1771043,5238148009.77
Uttar Pradesh,2021,2,Auraiya District,1059958,2271182442.58
Uttar Pradesh,2021,2,Sambhal District,950489,2603854883.49
Uttar Pradesh,2021,2,Kanpur Nagar District,7585841,14935346898.48
Uttar Pradesh,2021,2,Aligarh District,4566809,9169523754.57
Uttar Pradesh,2021,2,Mahoba District,475867,1122285761.4
Uttar Pradesh,2021,2,Lucknow District,41241215,78447443137.55
Uttar Pradesh,2021,2,Sant Kabeer Nagar District,1131079,3117195181.29
Uttar Pradesh,2021,2,Hathras District,1233619,2575616559.23
Uttar Pradesh,2021,2,Budaun District,1191301,2835775507.37
Uttar Pradesh,2021,2,Moradabad District,2635770,6178755186.14
Uttar Pradesh,2021,2,Kushinagar District,3460610,8429294860.67
Uttar Pradesh,2021,2,Baghpat District,1615699,3316713347.55
Uttar Pradesh,2021,2,Shahjahanpur District,1219746,2649333007.45
Uttar Pradesh,2021,2,Muzaffarnagar District,2598478,5313834601.55
Uttar Pradesh,2021,2,Ambedkar Nagar District,1395101,3153326970.88
Uttar Pradesh,2021,2,Bahraich District,979428,2471432397.37
Uttar Pradesh,2021,2,Jalaun District,1201881,2794963213.07
Uttar Pradesh,2021,2,Rampur District,1178718,2785287278.35
Uttar Pradesh,2021,2,Ballia District,2697371,6275453286.23
Uttar Pradesh,2021,2,Shravasti District,256597,691032815.49
Uttar Pradesh,2021,2,Kasganj District,733957,1665220089.71
Uttar Pradesh,2021,2,Varanasi District,6220925,12596441736.92
Uttar Pradesh,2021,2,Gautam Buddha Nagar District,29169349,37072547539.89
Uttar Pradesh,2021,2,Basti District,1918966,5115399590.74
Uttar Pradesh,2021,2,Shamli District,1072971,2401068641.52
Uttar Pradesh,2021,2,Maharajganj District,1721504,4527845152.12
Uttar Pradesh,2021,2,Etawah District,1408727,2954500857.39
Uttar Pradesh,2021,2,Etah District,1059378,2358179714.11
Uttar Pradesh,2021,2,Banda District,666585,1534671516.51
Uttar Pradesh,2021,2,Bijnor District,2371176,5226002636.1
Uttar Pradesh,2021,2,Hardoi District,1291751,2807238923.69
Uttar Pradesh,2021,2,Balrampur District,876332,2832035100.1
Uttar Pradesh,2021,2,Amroha District,1436225,3484451693.26
Uttar Pradesh,2021,2,Pilibhit District,862297,1858665233.35
Uttar Pradesh,2021,2,Mainpuri District,1262286,2847133297.05
Uttar Pradesh,2021,2,Kanpur Dehat District,1063446,2345874310.8
Uttar Pradesh,2021,2,Jaunpur District,3527787,8346542710.1
Uttar Pradesh,2021,2,Kaushambi District,599546,1363345221.4
Uttar Pradesh,2021,2,Hapur District,2140953,3877150518.07
Uttar Pradesh,2021,2,Hamirpur District,625781,1561116989.43
Uttar Pradesh,2021,2,Meerut District,8599202,16511763499.95
Uttar Pradesh,2021,2,Mathura District,3781704,7820282307.56
Uttar Pradesh,2021,2,Chitrakoot District,419599,1035222412.19
Uttar Pradesh,2021,2,Lalitpur District,896705,1901077448.36
Uttar Pradesh,2021,2,Mau District,1368848,3198341071.49
Uttar Pradesh,2021,2,Mirzapur District,1444919,3465894982.3
Uttar Pradesh,2021,2,Bulandshahr District,3724506,7163334352.96
Uttar Pradesh,2021,2,Gonda District,1653720,4916193446.7
Uttar Pradesh,2021,2,Jhansi District,2982163,6619698982.32
Uttar Pradesh,2021,2,Chandauli District,1443308,3271412184.83
Uttar Pradesh,2021,2,Bhadohi District,1129475,2282034124.92
Uttar Pradesh,2021,2,Pratapgarh District,2122304,4688141698.38
Uttar Pradesh,2021,2,Saharanpur District,3974722,8397866311.39
Uttar Pradesh,2021,2,Bara Banki District,1320689,2653152866.69
Uttar Pradesh,2021,2,Bareilly District,3642839,7772801500.17
Uttar Pradesh,2021,2,Sitapur District,1217768,2551042837.41
Uttar Pradesh,2021,2,Sultanpur District,1560506,3446743838.54
Uttar Pradesh,2021,2,Agra District,6542679,12895519153.4
Uttar Pradesh,2021,2,Fatehpur District,1010271,2222238216.52
Uttar Pradesh,2021,2,Rae Bareli District,1273154,2743834773.46
Uttar Pradesh,2021,2,Firozabad District,1991790,4210273416.35
Uttar Pradesh,2021,2,Kheri District,1324392,2724984051.03
Uttar Pradesh,2021,2,Gorakhpur District,5995988,13762240584.65
Uttar Pradesh,2021,2,Unnao District,1265296,2629057684.78
Uttar Pradesh,2021,2,Prayagraj District,8039353,15903938690.17
Uttar Pradesh,2021,2,Sonbhadra District,1762236,3894345602.34
Uttar Pradesh,2021,2,Ghazipur District,2732309,6649631899.68
Uttar Pradesh,2021,2,Farrukhabad District,1169320,2422980479.74
Uttar Pradesh,2021,2,Kannauj District,922056,1960303336.3
Uttar Pradesh,2021,2,Azamgarh District,2801633,6746447550.14
Uttar Pradesh,2021,2,Ayodhya District,2136111,4668997701.53
Uttar Pradesh,2021,2,Deoria District,3134141,7292191608.43
Uttar Pradesh,2021,2,Ghaziabad District,16797842,27766534443.26
Uttar Pradesh,2021,3,Amethi District,1432987,2991984023.69
Uttar Pradesh,2021,3,Siddharthnagar District,1900350,4989701189.67
Uttar Pradesh,2021,3,Auraiya District,1209709,2460106089.72
Uttar Pradesh,2021,3,Sambhal District,1165060,3000087397.73
Uttar Pradesh,2021,3,Kanpur Nagar District,9924366,18370977249.14
Uttar Pradesh,2021,3,Aligarh District,5783351,10758162334.82
Uttar Pradesh,2021,3,Mahoba District,564382,1262535755.51
Uttar Pradesh,2021,3,Lucknow District,51055467,85371248453.05
Uttar Pradesh,2021,3,Sant Kabeer Nagar District,1226316,3163489104.69
Uttar Pradesh,2021,3,Hathras District,1456794,2920923912.33
Uttar Pradesh,2021,3,Budaun District,1402499,3206852300.23
Uttar Pradesh,2021,3,Moradabad District,3495607,7982151458.62
Uttar Pradesh,2021,3,Kushinagar District,3903790,8548717443.88
Uttar Pradesh,2021,3,Baghpat District,1963566,3826283487.81
Uttar Pradesh,2021,3,Shahjahanpur District,1457389,3026469076.55
Uttar Pradesh,2021,3,Muzaffarnagar District,3372515,6682303228.91
Uttar Pradesh,2021,3,Ambedkar Nagar District,1612004,3330526102.0
Uttar Pradesh,2021,3,Bahraich District,1170925,2887355868.94
Uttar Pradesh,2021,3,Jalaun District,1371815,2851822961.44
Uttar Pradesh,2021,3,Rampur District,1509589,3480796654.65
Uttar Pradesh,2021,3,Ballia District,2997745,6087347240.82
Uttar Pradesh,2021,3,Shravasti District,292406,759478872.09
Uttar Pradesh,2021,3,Kasganj District,845076,1854359208.31
Uttar Pradesh,2021,3,Varanasi District,8732870,15613135907.98
Uttar Pradesh,2021,3,Gautam Buddha Nagar District,41878965,51051292560.46
Uttar Pradesh,2021,3,Basti District,2117401,5102064272.02
Uttar Pradesh,2021,3,Shamli District,1350652,2889487477.45
Uttar Pradesh,2021,3,Maharajganj District,1907623,4542182232.8
Uttar Pradesh,2021,3,Etawah District,1751198,3348945079.65
Uttar Pradesh,2021,3,Etah District,1250567,2680422999.72
Uttar Pradesh,2021,3,Banda District,750234,1604369269.26
Uttar Pradesh,2021,3,Bijnor District,2853274,6119371062.27
Uttar Pradesh,2021,3,Hardoi District,1462511,3062964608.07
Uttar Pradesh,2021,3,Balrampur District,949686,2733277548.26
Uttar Pradesh,2021,3,Amroha District,1863489,4430878704.47
Uttar Pradesh,2021,3,Pilibhit District,1028868,2137216869.36
Uttar Pradesh,2021,3,Mainpuri District,1504210,3093054279.77
Uttar Pradesh,2021,3,Kanpur Dehat District,1201280,2529651987.65
Uttar Pradesh,2021,3,Jaunpur District,3642913,7707232035.02
Uttar Pradesh,2021,3,Kaushambi District,666332,1504791825.83
Uttar Pradesh,2021,3,Hapur District,2779827,4830713291.82
Uttar Pradesh,2021,3,Hamirpur District,679825,1544614824.78
Uttar Pradesh,2021,3,Meerut District,11446543,20511958929.65
Uttar Pradesh,2021,3,Mathura District,5366708,9975087226.52
Uttar Pradesh,2021,3,Chitrakoot District,486937,1162752066.88
Uttar Pradesh,2021,3,Lalitpur District,1183461,2289732280.66
Uttar Pradesh,2021,3,Mau District,1558413,3270513458.85
Uttar Pradesh,2021,3,Mirzapur District,1660285,3688336993.54
Uttar Pradesh,2021,3,Bulandshahr District,4485740,8207997591.97
Uttar Pradesh,2021,3,Gonda District,1802378,4861820824.77
Uttar Pradesh,2021,3,Jhansi District,3964812,8069296333.67
Uttar Pradesh,2021,3,Chandauli District,1717344,3567450236.46
Uttar Pradesh,2021,3,Bhadohi District,1208545,2188636993.28
Uttar Pradesh,2021,3,Pratapgarh District,2218744,4610555980.16
Uttar Pradesh,2021,3,Saharanpur District,5425174,10603863030.8
Uttar Pradesh,2021,3,Bara Banki District,1717669,3313670067.43
Uttar Pradesh,2021,3,Bareilly District,4732687,9684505908.04
Uttar Pradesh,2021,3,Sitapur District,1443988,2926171515.7
Uttar Pradesh,2021,3,Sultanpur District,1759364,3539291600.85
Uttar Pradesh,2021,3,Agra District,8882859,16295735776.09
Uttar Pradesh,2021,3,Fatehpur District,1137279,2421811564.9
Uttar Pradesh,2021,3,Rae Bareli District,1560143,3226659341.06
Uttar Pradesh,2021,3,Firozabad District,2482333,4941421309.18
Uttar Pradesh,2021,3,Kheri District,1683983,3168218255.35
Uttar Pradesh,2021,3,Gorakhpur District,7464913,15458247189.13
Uttar Pradesh,2021,3,Unnao District,1494326,2955790506.18
Uttar Pradesh,2021,3,Prayagraj District,10478343,18012924107.46
Uttar Pradesh,2021,3,Sonbhadra District,2272254,4572921231.75
Uttar Pradesh,2021,3,Ghazipur District,3099833,6693077487.05
Uttar Pradesh,2021,3,Farrukhabad District,1396354,2856384921.11
Uttar Pradesh,2021,3,Kannauj District,1119778,2274773428.66
Uttar Pradesh,2021,3,Azamgarh District,3399046,7232527336.99
Uttar Pradesh,2021,3,Ayodhya District,2599534,5326681608.84
Uttar Pradesh,2021,3,Deoria District,3449405,7079084977.61
Uttar Pradesh,2021,3,Ghaziabad District,22358776,35753594948.11
Uttar Pradesh,2021,4,Amethi District,1985307,4384578231.65
Uttar Pradesh,2021,4,Siddharthnagar District,2497885,6845435151.15
Uttar Pradesh,2021,4,Auraiya District,1617537,3459745163.71
Uttar Pradesh,2021,4,Sambhal District,1665452,4439827282.31
Uttar Pradesh,2021,4,Kanpur Nagar District,13055831,24968225095.51
Uttar Pradesh,2021,4,Aligarh District,7765317,15072461376.03
Uttar Pradesh,2021,4,Mahoba District,792543,1799125208.28
Uttar Pradesh,2021,4,Lucknow District,67415795,115688821642.09
Uttar Pradesh,2021,4,Sant Kabeer Nagar District,1634173,4460054199.73
Uttar Pradesh,2021,4,Hathras District,2019707,4284086960.93
Uttar Pradesh,2021,4,Budaun District,1923046,4522179090.32
Uttar Pradesh,2021,4,Moradabad District,4700453,11208349342.77
Uttar Pradesh,2021,4,Kushinagar District,5159159,11909986083.03
Uttar Pradesh,2021,4,Baghpat District,2632493,5329822893.21
Uttar Pradesh,2021,4,Shahjahanpur District,1892839,4265217406.05
Uttar Pradesh,2021,4,Muzaffarnagar District,4506330,9379680721.03
Uttar Pradesh,2021,4,Ambedkar Nagar District,2226303,4920282720.41
Uttar Pradesh,2021,4,Bahraich District,1563319,4028403896.6
Uttar Pradesh,2021,4,Jalaun District,1969102,4328596082.28
Uttar Pradesh,2021,4,Rampur District,2074148,5087106404.63
Uttar Pradesh,2021,4,Ballia District,4228159,9286346980.63
Uttar Pradesh,2021,4,Shravasti District,395856,1033220696.77
Uttar Pradesh,2021,4,Kasganj District,1164954,2575818040.75
Uttar Pradesh,2021,4,Varanasi District,11458477,22020915567.45
Uttar Pradesh,2021,4,Gautam Buddha Nagar District,52546170,66955029270.37
Uttar Pradesh,2021,4,Basti District,2856072,7254083309.31
Uttar Pradesh,2021,4,Shamli District,1845084,4081648961.84
Uttar Pradesh,2021,4,Maharajganj District,2529576,6321410297.8
Uttar Pradesh,2021,4,Etawah District,2339410,4788547205.23
Uttar Pradesh,2021,4,Etah District,1758883,3919757077.7
Uttar Pradesh,2021,4,Banda District,1070761,2424182245.96
Uttar Pradesh,2021,4,Bijnor District,3811347,8561630798.77
Uttar Pradesh,2021,4,Hardoi District,1958800,4333443603.02
Uttar Pradesh,2021,4,Balrampur District,1288662,3721070413.65
Uttar Pradesh,2021,4,Amroha District,2492004,5975143579.46
Uttar Pradesh,2021,4,Pilibhit District,1274358,2906462851.49
Uttar Pradesh,2021,4,Mainpuri District,2113665,4520682557.79
Uttar Pradesh,2021,4,Kanpur Dehat District,1603771,3708949649.16
Uttar Pradesh,2021,4,Jaunpur District,5100705,11624361312.5
Uttar Pradesh,2021,4,Kaushambi District,913002,2274136947.78
Uttar Pradesh,2021,4,Hapur District,3614646,6518053156.72
Uttar Pradesh,2021,4,Hamirpur District,934114,2264813632.95
Uttar Pradesh,2021,4,Meerut District,15531638,28699663710.75
Uttar Pradesh,2021,4,Mathura District,7115905,13919276418.61
Uttar Pradesh,2021,4,Chitrakoot District,680496,1729167230.49
Uttar Pradesh,2021,4,Lalitpur District,1651783,3122246520.81
Uttar Pradesh,2021,4,Mau District,2252199,5011302381.43
Uttar Pradesh,2021,4,Mirzapur District,2252737,5182409010.0
Uttar Pradesh,2021,4,Bulandshahr District,5912378,11425961876.67
Uttar Pradesh,2021,4,Gonda District,2483643,6834303399.35
Uttar Pradesh,2021,4,Jhansi District,5241111,10951192259.84
Uttar Pradesh,2021,4,Chandauli District,2333510,5185531900.21
Uttar Pradesh,2021,4,Bhadohi District,1653029,3190127960.97
Uttar Pradesh,2021,4,Pratapgarh District,3109613,7064867179.6
Uttar Pradesh,2021,4,Saharanpur District,7697919,14666207704.97
Uttar Pradesh,2021,4,Bara Banki District,2320329,4765211805.56
Uttar Pradesh,2021,4,Bareilly District,6168436,13349355936.95
Uttar Pradesh,2021,4,Sitapur District,1876779,4010789883.02
Uttar Pradesh,2021,4,Sultanpur District,2492622,5421042080.04
Uttar Pradesh,2021,4,Agra District,11675242,22888020081.3
Uttar Pradesh,2021,4,Fatehpur District,1575457,3677127535.55
Uttar Pradesh,2021,4,Rae Bareli District,2087230,4494202664.73
Uttar Pradesh,2021,4,Firozabad District,3427750,7102293543.13
Uttar Pradesh,2021,4,Kheri District,2015929,4251644291.33
Uttar Pradesh,2021,4,Gorakhpur District,9958532,21591200217.75
Uttar Pradesh,2021,4,Unnao District,1981561,4233983853.83
Uttar Pradesh,2021,4,Prayagraj District,14418013,25298767096.61
Uttar Pradesh,2021,4,Sonbhadra District,3061254,6361732322.36
Uttar Pradesh,2021,4,Ghazipur District,4383062,10069941265.69
Uttar Pradesh,2021,4,Farrukhabad District,1858142,3924149923.44
Uttar Pradesh,2021,4,Kannauj District,1546012,3178556902.26
Uttar Pradesh,2021,4,Azamgarh District,4761451,10898639073.36
Uttar Pradesh,2021,4,Ayodhya District,3623487,7829010655.66
Uttar Pradesh,2021,4,Deoria District,4669892,10239489450.02
Uttar Pradesh,2021,4,Ghaziabad District,27945576,45871860827.13
Uttar Pradesh,2022,1,Amethi District,2281603,4949433384.92
Uttar Pradesh,2022,1,Siddharthnagar District,2766216,7877047599.02
Uttar Pradesh,2022,1,Auraiya District,1869183,3924566144.59
Uttar Pradesh,2022,1,Sambhal District,2241547,5793794917.49
Uttar Pradesh,2022,1,Kanpur Nagar District,14902263,27612832763.66
Uttar Pradesh,2022,1,Aligarh District,9297702,17226202534.1
Uttar Pradesh,2022,1,Mahoba District,1061513,2091213800.8
Uttar Pradesh,2022,1,Lucknow District,79740953,132456458141.91
Uttar Pradesh,2022,1,Sant Kabeer Nagar District,1809298,5006053011.64
Uttar Pradesh,2022,1,Hathras District,2544994,4961032408.74
